Id,Name,Full Name,Title,Alias,Allegiance,Royal House,Culture,Reference
Addam-Marbrand,Addam Marbrand,,Ser;Commander of the City Watch;,,House Marbrand;,,,appears
Aegon-Frey-(son-of-Stevron),Aegon Frey (son of Stevron),,,Aegon Frey (son of Stevron);Jinglebell;,House Frey;,,,mentioned
Aegon-Frey-(son-of-Aenys),Aegon Frey (son of Aenys),,,Aegon Frey (son of Aenys);Aegon Bloodborn;,House Frey;,,,mentioned
Aegon-I-Targaryen,Aegon I Targaryen,Aegon Targaryen the First of His Name,,Aegon I Targaryen;Aegon the Conqueror;Aegon the Dragon;Aegon the Dragonlord;King of All Westeros;Shield of His People;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm;Lord of Dragonstone,House Targaryen,House Targaryen,,mentioned
Aegon-IV-Targaryen,Aegon IV Targaryen,Aegon Targaryen the Fourth of His Name,,Aegon IV Targaryen;Aegon the Unworthy;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm,House Targaryen,House Targaryen,,mentioned
Aegon-V-Targaryen,Aegon V Targaryen,Aegon Targaryen the Fifth of His Name,,Aegon V Targaryen;Aegon the Unlikely;Aegon the Fortunate;Egg;The Prince Who Was An Egg;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm,House Targaryen,House Targaryen,,mentioned
Aegon-Targaryen-(son-of-Rhaegar),Aegon Targaryen (son of Rhaegar),,,Aegon Targaryen (son of Rhaegar);Young Griff,House Targaryen,,Valyrian,mentioned
Aemon-Estermont,Aemon Estermont,,Ser,,House Estermont,,Stormlands,appears
Aemon-Rivers,Aemon Rivers,,Ser,,House Frey,,,mentioned
Aemon-Targaryen-(Dragonknight),Aemon Targaryen (Dragonknight),,Prince;Ser;Lord Commander of the Kingsguard,Aemon Targaryen (Dragonknight);The Dragonknight;The Knight of Tears,House Targaryen;Kingsguard,,Valyrian,mentioned
Aemon-Targaryen-(Maester-Aemon),Aemon Targaryen (Maester Aemon),,Maester,Aemon Targaryen (Maester Aemon);Aemon Targaryen;Maester Aemon;Uncle Maester,Night's Watch,,Valyrian,mentioned
Aenys-Frey,Aenys Frey,,Ser,,House Frey,,,appears
Aerion-Targaryen,Aerion Targaryen,,Prince,Aerion Targaryen;Aerion Brightflame;Aerion Brightfire;Aerion the Monstrous;The Bright Prince;The Prince Who Thought He Was a Dragon,House Targaryen;Second Sons,,Valyrian,mentioned
Aeron-Greyjoy,Aeron Greyjoy,,Priest of the Drowned God;Captain of the Golden Storm (formerly),Aeron Greyjoy;The Damphair;Aeron Damphair,House Greyjoy;Drowned men,,Ironmen,appears
Aerys-II-Targaryen,Aerys II Targaryen,Aerys Targaryen the Second of His Name,,Aerys II Targaryen;The Mad King;King Scab;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm,House Targaryen,House Targaryen,,mentioned
Aggar,Aggar,,,,House Greyjoy,,,appears
Aggo,Aggo,,Ko Bloodrider of Daenerys Targaryen,,House Targaryen,,Dothraki,appears
Aladale-Wynch,Aladale Wynch,,Ser,,House Wynch;Night's Watch,,Ironborn,mentioned
Alan,Alan,,,,Night's Watch,,,appears
Alannys-Harlaw,Alannys Harlaw,,Queen of the Iron Islands,Alannys Harlaw;Lanny,House Greyjoy;House Harlaw,,Ironborn,mentioned
Alayaya,Alayaya,,,Alayaya;'Yaya,Chataya's brothel,,,appears
Albar-Royce,Albar Royce,,Ser,,House Royce of the Gates of the Moon,,,mentioned
Albett,Albett,,,Albett;Pimple,Night's Watch,,,mentioned
Alebelly,Alebelly,,,,House Stark,,Northmen,appears
Alekyne-Florent,Alekyne Florent,,Lord of Brightwater (attainted),,House Florent,,,mentioned
Alerie-Hightower,Alerie Hightower,,Lady of Highgarden,,House Hightower;House Tyrell,,,mentioned
Alesander-Frey,Alesander Frey,,,,House Frey,,,mentioned
Alesander-Staedmon,Alesander Staedmon,,Lord of Broad Arch,Alesander Staedmon;the Pennylover,House Staedmon,,,appears
Alester-Florent,Alester Florent,,Lord of Brightwater;Hand of the King,,House Florent,,,appears
Alester-Norcross,Alester Norcross,,,,House Norcross,,,mentioned
Alfyn,Alfyn,,,Alfyn;Alfyn Crowkiller,,,Free Folk,mentioned
All-for-Joffrey,All-for-Joffrey,,,,,,,appears
Allar-Deem,Allar Deem,,,,City Watch of King's Landing,,,mentioned
Allard-Seaworth,Allard Seaworth,,Captain of the Lady Marya,,House Seaworth,,,appears
Alliser-Thorne,Alliser Thorne,,Ser,,House Thorne;Night's Watch,,,appears
Alyn,Alyn,,,,House Stark,,,mentioned
Alyn-Ambrose,Alyn Ambrose,,,,House Ambrose,,,appears
Alyn-Estermont,Alyn Estermont,,Ser,,House Estermont,,Stormlands,appears
Alyn-Frey,Alyn Frey,,,,House Frey,,,mentioned
Alyn-Haigh,Alyn Haigh,,,,House Haigh,,,mentioned
Alyn-Stackspear,Alyn Stackspear,,Ser,,House Stackspear,,,mentioned
Alys-Frey,Alys Frey,,,,House Frey,,,mentioned
Alyssa-Blackwood,Alyssa Blackwood,,Lady,,House Blackwood;House Frey,,,mentioned
Alyx-Frey,Alyx Frey,,,,House Frey,,,mentioned
Amabel,Amabel,,,,House Whent,,,mentioned
Amarei-Crakehall,Amarei Crakehall,,,,House Crakehall;House Frey,,,mentioned
Ambrode,Ambrode,,,,,,Ironborn,mentioned
Amerei-Frey,Amerei Frey,,Lady of Darry,Amerei Frey;Gatehouse Ami,House Frey;House Lannister of Darry,,,mentioned
Amory-Lorch,Amory Lorch,,Ser;Castellan of Harrenhal,Amory Lorch;The Manticore,House Lorch;House Lannister,,,appears
Andar-Royce,Andar Royce,,Ser,,House Royce,,Valemen,mentioned
Andrew-Estermont,Andrew Estermont,,Ser,,House Estermont;King's men,,,mentioned
Andrey-Charlton,Andrey Charlton,,Ser,,House Charlton,,,mentioned
Andrik,Andrik,,Lord of Southshield,Andrik;Andrik the Unsmiling,House Drumm,,Ironborn,mentioned
Androw-Frey,Androw Frey,,,,House Frey,,,mentioned
Annara-Farring,Annara Farring,,Lady,,House Farring;House Frey,,,mentioned
Antario-Jast,Antario Jast,,Lord,,House Jast,,,appears
Anya-Waynwood,Anya Waynwood,,Lady of Ironoaks,,House Waynwood;Lords Declarant,,,mentioned
Ardrian-Celtigar,Ardrian Celtigar,,Lord of Claw Isle,Ardrian Celtigar;the Red Crab,House Celtigar,,,appears
Areo-Hotah,Areo Hotah,,Captain of the Guard at Sunspear,,House Martell,,Norvos,mentioned
Arianne-Martell,Arianne Martell,,Princess,,House Martell,,Dornishmen,mentioned
Arneld,Arneld,,Ser,,,,,appears
Arnell,Arnell,,Ser,,Night's Watch,,,mentioned
Aron-Santagar,Aron Santagar,,Ser;Master-at-arms of the Red Keep,,House Santagar;House Baratheon of King's Landing,,Dornish,appears
Arryk-Cargyll,Arryk Cargyll,,Ser,,House Cargyll;Kingsguard;Greens,,,mentioned
Arthur-Dayne,Arthur Dayne,,Ser;Sword of the Morning,,House Dayne;Kingsguard,,Dornishmen,mentioned
Artos-Stark,Artos Stark,,,Artos Stark;Artos the Implacable,House Stark,,Northmen,mentioned
Arwood-Frey,Arwood Frey,,Ser,,House Frey,,,mentioned
Arwyn-Frey,Arwyn Frey,,,,House Frey,,,mentioned
Arwyn-Oakheart,Arwyn Oakheart,,Lady of Old Oak,,House Oakheart,,,appears
Arya-Stark,Arya Stark,,Princess,Arya Stark;Arya Horseface;Arya Underfoot;Arry;Lumpyface/Lumpyhead;Stickboy;Weasel;Nymeria/Nan;Squab;Salty;Cat of the Canals;Beth;The Blind Girl;The Ugly Little Girl;Mercedene/Mercy,House Stark;Faceless Men,,Northmen,POV
Arys-Oakheart,Arys Oakheart,,Ser,,House Oakheart;Kingsguard,,Reach,appears
Asha-Greyjoy,Asha Greyjoy,,Princess;Captain of the Black Wind;Conqueror of Deepwood Motte,Asha Greyjoy;Esgred;The Kraken's Daughter,House Greyjoy;House Ironmaker (forced marriage),,Ironborn,appears
Ashara-Dayne,Ashara Dayne,,,,House Dayne,,Dornishmen,mentioned
Aurane-Waters,Aurane Waters,,Grand admiral (master of ships)Lord of the Waters;,Aurane Waters;Bastard of Driftmark;Lord Waters;,House Velaryon,,Valyrian,appears
Axell-Florent,Axell Florent,,Ser;Castellan of Dragonstone (formerly)Hand of the Queen (self-styled),,House Florent;Queen's men,,,appears
Azor-Ahai,Azor Ahai,,,Azor Ahai;Warrior of Light;Son of Fire;Warrior of Fire;Hyrkoon the Hero;Yin Tar;Neferion;Eldric Shadowchaser,,,Asshai,mentioned
Bael-the-Bard,Bael the Bard,,King-Beyond-the-Wall,Bael the Bard;Bael the Bard;Sygerrik of Skagos,,,Free folk,mentioned
Baelor-Blacktyde,Baelor Blacktyde,,Lord of Blacktyde;Captain of the Nightflyer,,House Blacktyde,,Ironborn,mentioned
Ballabar,Ballabar,,Maester,,House Redwyne,,,appears
Balon-Greyjoy,Balon Greyjoy,Balon Greyjoy; the Ninth of His Name Since the Grey King,,Balon Greyjoy;Balon the Brave;Balon the Blessed;Balon the Twice Crowned;Balon the Widowmaker;The Kraken King;Iron King;King of the Isles and the North;King of Salt and Rock;Son of the Sea Wind;Lord Reaper of Pyke;The Greyjoy;Captain of the Great Kraken,House Greyjoy,House Greyjoy,,appears
Balon-Swann,Balon Swann,,Ser,,House Swann;Kingsguard,,Stormlander,appears
Bandy,Bandy,,,,House Stark,,Northmen,mentioned
Bannen,Bannen,,,,Night's Watch,,,appears
Barra,Barra,,,,House Baratheon,,,mentioned
Barre,Barre,,Septon,,,,,mentioned
Barristan-Selmy,Barristan Selmy,,Ser;Lord Commander of the Kingsguard (former)Hand of the Queen,Barristan Selmy;Barristan the Bold;Arstan Whitebeard;Ser Grandfather;Barristan the Old;Old Ser,House Selmy;House Targaryen;Kingsguard;Queensguard,,Westeros,appears
Barth-(brewer),Barth (brewer),,,,House Stark,,,mentioned
Barthogan-Stark,Barthogan Stark,,Lord of Winterfell;Warden of the North,Barthogan Stark;Barth Blacksword,House Stark,,Northmen,mentioned
Bedwyck,Bedwyck,,,Bedwyck;Giant,Night's Watch,,,appears
Bellena-Hawick,Bellena Hawick,,,,House Hawick;House Frey,,,mentioned
Belwas,Belwas,,,Belwas;Strong Belwas;Belwas the Strong,House Targaryen;Queensguard;Ruling council of Meereen,,Meereenese,appears
Ben-Blackthumb,Ben Blackthumb,,,Ben Blackthumb;Ben Blackthumb,House Whent;House Lannister,,,mentioned
Benedict-Broom,Benedict Broom,,Ser;Master-at-arms at Casterly Rock,,House Broom;House Lannister,,,mentioned
Benfred-Tallhart,Benfred Tallhart,,,,House Tallhart,,Northmen,appears
Benfrey-Frey,Benfrey Frey,,Ser,,House Frey,,,mentioned
Benjen-Stark,Benjen Stark,,First Ranger,Benjen Stark;The Wolf Pup;Ben Stark,House Stark;Night's Watch,,Northmen,mentioned
Benjen-Stark-(Bitter),Benjen Stark (Bitter),Benjen Stark,,Benjen Stark (Bitter);Benjen the Bitter;King in the North;Lord of Winterfell,House Stark,House Stark,Northmen,mentioned
Benjen-Stark-(Sweet),Benjen Stark (Sweet),Benjen Stark,,Benjen Stark (Sweet);Benjen the Sweet;King in the North;Lord of Winterfell,House Stark,House Stark,Northmen,mentioned
Beren-Tallhart,Beren Tallhart,,,,House Tallhart,,Northmen,mentioned
Berena-Hornwood,Berena Hornwood,,,,House Hornwood;House Tallhart,,Northmen,mentioned
Beric-Dondarrion,Beric Dondarrion,,Lord of Blackhaven,Beric Dondarrion;The Lightning Lord;The Lord of Corpses;Lord Derik,House Dondarrion Brotherhood without banners,,,mentioned
Beron-Stark,Beron Stark,,Lord of Winterfell;Warden of the North,,House Stark,,Northmen,mentioned
Beth-Cassel,Beth Cassel,,,,House Cassel,,Northmen,appears
Bethany-Rosby,Bethany Rosby,,Lady,,House Rosby;House Frey,,,mentioned
Betharios-of-Braavos,Betharios of Braavos,,,Betharios of Braavos;Betharios of Braavos,House Frey,,,mentioned
Biter,Biter,,,Biter;Biter by Amok&copy;,Brave Companions,,,appears
Blane,Blane,,,,Night's Watch,,,appears
Bluetooth,Bluetooth,,,,House Greyjoy,,Ironborn,mentioned
Bonifer-Hasty,Bonifer Hasty,,Ser;Castellan of Harrenhal,Bonifer Hasty;Bonifer the Good;Baelor Butthole,House Hasty;The Holy Hundred,,,appears
Boros-Blount,Boros Blount,,Ser,Boros Blount;Boros the Belly,House Blount;Kingsguard,,,appears
Bowen-Marsh,Bowen Marsh,,Lord Steward;First Steward,Bowen Marsh;Old Pomegranate,Night's Watch,,,mentioned
Bradamar-Frey,Bradamar Frey,,,,House Frey,,,mentioned
Brandon-Stark,Brandon Stark,,,Brandon Stark;The Wild Wolf,House Stark,,Northmen,mentioned
Brandon-Stark-(son-of-Cregan),Brandon Stark (son of Cregan),,Lord of Winterfell;Warden of the North,,House Stark,,Northmen,mentioned
Bran-Stark,Bran Stark,,Prince of Winterfell;,Bran Stark;Bran;Bran the Broken;The Winged Wolf,House Stark,,Northmen,POV
Bran-the-Builder,Bran the Builder,,King of Winter,Bran the Builder;Bran the Builder,House Stark,,First Men,mentioned;A Storm of Swords 
Brandon-Stark-(Bad),Brandon Stark (Bad),,King in the North;Lord of Winterfell,Brandon Stark (Bad);Brandon the Bad,House Stark,,Northmen,mentioned
Brandon-Stark-(Burner),Brandon Stark (Burner),Brandon Stark,,Brandon Stark (Burner);Brandon the Burner;King in the North;Lord of Winterfell,House Stark,House Stark,Northmen,mentioned
Brandon-Stark-(the-daughterless),Brandon Stark (the daughterless),,Lord of Winterfell;Warden of the North,,House Stark,,Northmen,mentioned
Brandon-Stark-(Shipwright),Brandon Stark (Shipwright),Brandon Stark,,Brandon Stark (Shipwright);Brandon the Shipwright;King in the North;Lord of Winterfell,House Stark,House Stark,Northmen,mentioned
Brandon-Tallhart,Brandon Tallhart,,,,House Tallhart,,Northmen,mentioned
Brienne-of-Tarth,Brienne of Tarth,,,Brienne of Tarth;Brienne of Tarth;The Maid of Tarth;Brienne the Beauty;Brienne the Blue,House Tarth;House Baratheon of Storm's End;Rainbow Guard;House Tully,,,appears
Bronn,Bronn,,Ser,Bronn;Ser Bronn of the Blackwater;Lord Stokeworth,House Stokeworth,,,appears
Brown-Bernarr,Brown Bernarr,,,,Night's Watch,,,appears
Bryan-Frey,Bryan Frey,,,,House Frey,,,mentioned
Bryan-Fossoway,Bryan Fossoway,,Ser,,House Fossoway of Cider Hall,,,appears
Bryce-Caron,Bryce Caron,,Lord of Nightsong;Lord of the Marches,Bryce Caron;Bryce the Orange,House Caron;Rainbow Guard (former)House Baratheon of Dragonstone,,,appears
Bryen-Farring,Bryen Farring,,,,House Farring,,,appears
Brynden-Tully,Brynden Tully,,Ser;Warden of the Southern Marches;Knight of the Gate (formerly),Brynden Tully;Blackfish;Ser Brynden the Blackfish;Brynden Blackfish,House Tully;House Arryn (formerly),,Rivermen,appears
Burton-Crakehall,Burton Crakehall,,Ser,,House Crakehall,,,mentioned
Butterbumps,Butterbumps,,,Butterbumps;Butterbumps,House Tyrell,,,mentioned
Cadwyl,Cadwyl,,,,House Greyjoy,,Ironborn,mentioned
Cadwyn,Cadwyn,,Ser,,House Lannister,,,appears
Caleotte,Caleotte,,Maester,,House Martell,,,mentioned
Calon,Calon,,,,House Stark,,Northmen,mentioned
Carolei-Waynwood,Carolei Waynwood,,,,House Waynwood;House Frey,,,mentioned
Cassana-Estermont,Cassana Estermont,,,,House Estermont;House Baratheon,,,mentioned
Catelyn-Stark,Catelyn Stark,,Lady of Winterfell,Catelyn Stark;Catelyn Tully;Cat;Lady Stoneheart;The Silent Sister;Mother Merciless;The Hangwoman,House Tully;House Stark;Brotherhood without banners,,Rivermen,POV
Cayn,Cayn,,,,House Stark,,Northmen,mentioned
Cerenna-Lannister,Cerenna Lannister,,,,House Lannister,,,mentioned
Cersei-Frey,Cersei Frey,,,Cersei Frey;the Little Bee,House Frey,,,mentioned
Cersei-Lannister,Cersei Lannister,,Light of the West;Queen Dowager;Protector of the Realm;Lady of Casterly Rock;Queen Regent,,House Lannister,,Westerlands,appears
Chataya,Chataya,,,,Chataya's brothel,,Summer Isles,appears
Chayle,Chayle,,Septon,,,,,appears
Chella,Chella,,,,Black Ears,,Vale mountain clans,appears
Chett,Chett,,,,Night's Watch,,,appears
Cheyk,Cheyk,,,,Black Ears,,,mentioned
Chiswyck,Chiswyck,,,,House Clegane,,,appears
Cleos-Frey,Cleos Frey,,Ser,,House Frey;House Lannister,,,appears
Cley-Cerwyn,Cley Cerwyn,,Lord of Cerwyn,,House Cerwyn,,Northmen,appears
Clydas,Clydas,,,,Night's Watch,,,mentioned
Colemon,Colemon,,Maester,,House Arryn,,,mentioned
Colen-of-Greenpools,Colen of Greenpools,,Ser,,House Baratheon,,,appears
Colin-Florent,Colin Florent,,Ser;Castellan of Brightwater Keep,,House Florent,,,mentioned
Colmar-Frey,Colmar Frey,,,,House Frey,,,mentioned
Conwy,Conwy,,,,Night's Watch,,,appears
Cortnay-Penrose,Cortnay Penrose,,Ser;Castellan of Storm's End,,House Penrose,,,appears
Cotter-Pyke,Cotter Pyke,,Commander of Eastwatch-by-the-Sea,,Night's Watch,,Ironborn,mentioned
Craster,Craster,,,,,,Free Folk,appears
Crawn,Crawn,,,,Moon Brothers,,Vale mountain clans,mentioned
Cregan-Stark,Cregan Stark,,Lord of Winterfell;Warden of the North;Hand of the King,Cregan Stark;The Old Man of the North,House Stark;Blacks,,Northmen,mentioned
Cressen,Cressen,,Maester,,,,,POV
Cuger,Cuger,,,,Night's Watch,,,mentioned
Cutjack,Cutjack,,,,,,,appears
Cynthea-Frey,Cynthea Frey,,,,House Frey,,,mentioned
Dacey-Mormont,Dacey Mormont,,,,House Mormont,,Northmen,mentioned
Daenerys-Targaryen,Daenerys Targaryen,Daenerys Targaryen the First of Her Name,,Daenerys Targaryen;Dany;Daenerys Stormborn;The Unburnt;Mother of Dragons;Mhysa (mother)The Silver Queen;Silver Lady;Dragonmother;The Dragon Queen;;Khaleesi of the Great Grass Sea;Queen of Meereen;Queen of the Andals and the Rhoynar and the First Men; Lord of the Seven Kingdoms (claimant)Breaker of Shackles/Chains;Queen of the Seven Kingdoms;(claimant)Princess of Dragonstone (claimant),House Targaryen,House Targaryen,Valyrian,POV
Daeron-II-Targaryen,Daeron II Targaryen,Daeron Targaryen the Second of His Name,,Daeron II Targaryen;Daeron the Good;Daeron the Falseborn;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm (renounced),House Targaryen,House Targaryen,,mentioned
Daeron-Targaryen-(son-of-Maekar-I),Daeron Targaryen (son of Maekar I),,Prince of Dragonstone;Prince of Summerhall,Daeron Targaryen (son of Maekar I);Daeron the Drunken,House Targaryen,,,mentioned
Dafyn-Vance,Dafyn Vance,,Ser,,House Vance,,,mentioned
Dagmer,Dagmer,,Captain of Foamdrinker,Dagmer;Dagmer Cleftjaw,House Greyjoy,,Ironborn,appears
Dalbridge,Dalbridge,,,Dalbridge;Squire Dalbridge,Night's Watch,,,appears
Dale-Seaworth,Dale Seaworth,,Captain of the Wraith,,House Seaworth,,,appears
Dalla-(Dragonstone),Dalla (Dragonstone),,,,House Baratheon of Dragonstone,,,mentioned
Damon-Paege,Damon Paege,,Ser,,House Paege,,,mentioned
Damon-Vypren,Damon Vypren,,Ser,,House Vypren,,,mentioned
Dancy,Dancy,,,,Chataya's brothel,,,appears
Danwell-Frey,Danwell Frey,,Ser,,House Frey,,,appears
Dareon,Dareon,,,Dareon;The Black Singer Lover ;,Night's Watch,,,mentioned
Darlessa-Marbrand,Darlessa Marbrand,,,,House Marbrand;House Lannister,,,mentioned
Daryn-Hornwood,Daryn Hornwood,,,,House Hornwood,,Northmen,mentioned
Daven-Lannister,Daven Lannister,,Ser;Warden of the West,,House Lannister,,Westerman,mentioned
Davos-Seaworth,Davos Seaworth,,Ser;Lord of the Rainwood;Admiral of the Narrow Sea;Hand of the King;,Davos Seaworth;Onion Knight;Davos Shorthand;The Knight of Onions;Ser Onions;Onion Lord;Smuggler,House Seaworth;House Baratheon of Dragonstone,,Westeros,POV
Deana-Hardyng,Deana Hardyng,,,,House Hardyng;House Frey,,,mentioned
Delena-Florent,Delena Florent,,,,House Florent;House Norcross,,,mentioned
Della-Frey,Della Frey,,,Della Frey;Deaf Della,House Frey,,,mentioned
Delp,Delp,,,,House Tully,,,mentioned
Denys-Mallister,Denys Mallister,,Ser,,House Mallister;Night's Watch,,,mentioned
Dermot,Dermot,,Ser,Dermot;Dermot of the Rainwood,House Baratheon of Dragonstone;House Baratheon of King's Landing,,,appears
Desmond,Desmond,,,,House Stark,,,mentioned
Desmond-Grell,Desmond Grell,,Ser,,House Grell;Night's Watch,,,appears
Devan-Seaworth,Devan Seaworth,,,,House Seaworth;House Baratheon of Dragonstone,,,appears
Dickon-Frey,Dickon Frey,,,,House Frey,,,mentioned
Dobber,Dobber,,,,,,,appears
Dolf,Dolf,,,,Stone Crows,,Vale mountain clans,mentioned
Domeric-Bolton,Domeric Bolton,,,,House Bolton,,Northmen,mentioned
Donal-Noye,Donal Noye,,,,House Baratheon;Night's Watch,,,appears
Donella-Hornwood,Donella Hornwood,,Lady of Hornwood,,House Manderly;House Hornwood,,Northmen,appears
Donnel-Haigh,Donnel Haigh,,Ser,,House Haigh,,,mentioned
Donnel-Locke,Donnel Locke,,Ser,,House Locke,,,appears
Donnel-Waynwood,Donnel Waynwood,,Ser;Knight of the Gate,,House Waynwood,,,mentioned
Donnor-Stark,Donnor Stark,,Lord of Winterfell;Warden of the North,,House Stark,,Northmen,mentioned
Dontos-Hollard,Dontos Hollard,,Ser,Dontos Hollard;Dontos the Red;Dontos the Drunk;Florian,House Hollard,,,appears
Doran-Martell,Doran Martell,,Prince of Dorne;Lord of Sunspear,,House Nymeros Martell,,Dornish,mentioned
Doreah,Doreah,,,,House Targaryen,,Lysene,appears
Dorren-Stark,Dorren Stark,Dorren Stark,,Dorren Stark;King in the North,House Stark,House Stark,Northmen,mentioned
Drennan,Drennan,,,,House Greyjoy,,Ironborn,appears
Drogo,Drogo,,Khal,Drogo;Great Rider;Great Khal,,,Dothraki,mentioned
Dunaver,Dunaver,,Ser,,House Lannister,,,mentioned
Dunsen,Dunsen,,,,House Clegane,,,appears
Dunstan-Drumm,Dunstan Drumm,,Lord of Old Wyk;Captain of the Thunderer,Dunstan Drumm;The Drumm;The Bone Hand,House Drumm,,Ironborn,mentioned
Duram-Bar-Emmon,Duram Bar Emmon,,Lord of Sharp Point,,House Bar Emmon,,,appears
Durran,Durran,Durran,,Durran;Durran Godsgrief;The Godsgrief;King of a Thousand Years;Storm King,House Durrandon,House Durrandon,First Men,mentioned
Dykk-Harlaw,Dykk Harlaw,,,,House Harlaw,,,appears
Dywen,Dywen,,,,Night's Watch,,,appears
Ebben,Ebben,,,,Night's Watch,,,appears
Eddara-Tallhart,Eddara Tallhart,,Lady of Torrhen's Square,,House Tallhart,,Northmen,mentioned
Eddard-Karstark,Eddard Karstark,,,Eddard Karstark;Edd,House Karstark,,Northmen,mentioned
Eddard-Stark,Eddard Stark,,Lord of Winterfell;Warden of the North;Hand of the King;Protector of the Realm;Regent,Eddard Stark;Ned;The Ned;The Quiet Wolf,House Stark,,Northmen,mentioned
Edderion-Stark,Edderion Stark,,King in the North;Lord of Winterfell,Edderion Stark;Ederrion the Bridegroom,House Stark,,Northmen,mentioned
Eddison-Tollett,Eddison Tollett,,,Eddison Tollett;Dolorous Edd,House Tollett;Night's Watch,,Valemen,appears
Edmure-Tully,Edmure Tully,,Ser;Lord Paramount of the Trident (lost to Petyr Baelish)Lord of Riverrun (lost to Emmon Frey),,House Tully,,Rivermen,appears
Edric-Dayne,Edric Dayne,,Lord of Starfall,Edric Dayne;Ned,House Dayne;Brotherhood without banners,,Dornishmen,mentioned
Edric-Storm,Edric Storm,,,,House Baratheon,,,mentioned
Edrick-Stark,Edrick Stark,,King in the North;Lord of Winterfell,Edrick Stark;Edrick Snowbeard,House Stark,,Northmen,mentioned
Edwyd-Fossoway,Edwyd Fossoway,,Ser,,House Fossoway of Cider Hall,,,mentioned
Edwyle-Stark,Edwyle Stark,,Lord of Winterfell;Warden of the North,,House Stark,,Northmen,mentioned
Edwyn-Frey,Edwyn Frey,,,,House Frey,,,mentioned
Edwyn-Stark,Edwyn Stark,,King in the North;Lord of Winterfell,Edwyn Stark;The Spring King,House Stark,,Northmen,mentioned
Eggon,Eggon,,,,House Clegane,,,mentioned
Egon-Emeros,Egon Emeros,,,Egon Emeros;Egon Emeros the Exquisite,Pureborn,,Qartheen,mentioned
Elbert-Arryn,Elbert Arryn,,Ser,,House Arryn,,,mentioned
Eldiss,Eldiss,,,,,,Ironborn,mentioned
Eldon-Estermont,Eldon Estermont,,Ser;Lord of Greenstone;,,House Estermont,,Stormlands,mentioned
